mode,num_tasks,avg_pass_rate,avg_security_findings,avg_security_score,avg_overall_score,functional_success_rate,secure_success_rate
security_aware,45,64.71555555555555,3.8666666666666667,24.404444444444444,44.54888888888889,17.77777777777778,13.333333333333334
baseline,45,40.931111111111115,3.6222222222222222,29.464444444444446,35.19777777777778,0.0,15.555555555555555
